author,time,urls,votes,text_clean,polarity_score,polarity,sentiment
Joejoebuk,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,dit ketemu mas mas madura,1,positive,1
Susantirama Cantikaja,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,pakai sakit pas pakai kawat gigi,-2,negative,0
Dian Ayu Sasi,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,suka radit tidak sadar nontonin bapa bapa curhat skip gue suka dengar,11,positive,1
Dhyft,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,1,eh busyet budget behel duit,0,neutral,2
Dhyft,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,1,bermanfat,0,neutral,2
Akmal Rizal Zahir,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,5,biaya pasang behel modal oportunity cost ajar radit laku,1,positive,1
nani nonani,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,gue pasang,4,positive,1
Rossy Rusfiana,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,1,hodie bagus,2,positive,1
cleopatrx,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,14,wow senang tonton cerita kawat gigi bolos zom video cal wali kelas wakil kepala sekolah,-5,negative,0
Zaka,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,konten among us,0,neutral,2
Hyuriii 707,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,tidru parah antuk parah,-14,negative,0
elden,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,haha makan cok tempel gigi,0,neutral,2
Novita Gaseila,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,gue makek behel tidak coba coba langsung auto puasa makan bubur sumsum minum doang sikat gigi sakit tidak betah gue suka makan keras kiri kanan,-7,negative,0
Adhit Bontang,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,asuransi didik alea adik rela tonton video,-2,negative,0
Jilly Rose,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,ih samak tumbuh lidah kelas sekolah dasar langsung pergi,1,positive,1
Nur Jihan Fadhila .A.,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,1,konten radit kadang sederhana curhat pasang behel perhati habis,4,positive,1
Trisha Monica,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,radit pintar storyteling tidak heran,0,neutral,2
Nur Jihan Fadhila .A.,1 tahun yang lalu (diedit),https://youtu.be/59cWofn2bTA,0,monica iyaya perkara behel dengar asyik asyik,-2,negative,0
Nephia,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,tugas tumpuk tonton curhat,-10,negative,0
SVNGVT,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,330,gigi beranta rejeki rapi,5,positive,1
Zulfa Mauliafani,1 tahun yang lalu (diedit),https://youtu.be/59cWofn2bTA,4,tidak tonton paranormal experience chanel radit cerita seru,-4,negative,0
Ratna Nurlaila,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,bapakbapak gahol pasang behel eh kawat gigi,4,positive,1
Maria Lea Jaya,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,kurang kerja ngeklik bapack bapack curhat pakai behel,-1,negative,0
Arima Poetri,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,tidak dikasitau harga,3,positive,1
Juliana Tesalonika Sianipar,1 tahun yang lalu (diedit),https://youtu.be/59cWofn2bTA,0,gue umur pasang behel sakit,1,positive,1
Lidia Philo,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,gaul,-3,negative,0
Adila Aula Husna,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,bantu laprak,-1,negative,0
Monica Teng,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,orang habis hamil otot merengang gigi geser,-13,negative,0
rieychardo,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,instagram,0,neutral,2
riski adriansyah,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,gue rumah masya kali gue lihat rumah artis renov,5,positive,1
Hay Sip,1 tahun yang lalu (diedit),https://youtu.be/59cWofn2bTA,0,kentut dengar berak cerita tonton habis gue ah aneh,-10,negative,0
crastics,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,tonton makan untung menit selesai makan,0,neutral,2
Winardi Wardhana,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,warning awas gampang jijik makan,-3,negative,0
Diary Ully,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,ketelen tidak rasa kakak,0,neutral,2
Alya Desintanur,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,wkakakakakak,0,neutral,2
Kemal Rachmanda,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,bring back pandu,3,positive,1
Hanif,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,fix om dedy jijik lihat raditya dika,-2,negative,0
Aisyah Yayi Laksita,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,terima kasih saran radit,4,positive,1
Heru Ridho Anugrah,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,buset orang pasang behel duit,4,positive,1
reza febrian,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,gue tonton bahas kotor haha,-7,negative,0
Jiffy Pangestu,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,wkwkwkwkgw di atas tidak rapi gingsul gigi gap pasang behel rezeki duit pakai,7,positive,1
andika budhi Wisdiantoro,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,jacket nama isi kosong gigi,-7,negative,0
bubbles huns,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,kemarin lihat video christian yu pasang nail art umur lihat radit pasang behel umur umur,20,positive,1
daisy,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,bisabisanya gue acang chat dengar bapakbapak curhat,4,positive,1
Afifudin Muhammad,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,istri cantik,2,positive,1
Satrio,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,perbincan suami istri pandemi,-5,negative,0
Gandina Suciyani,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,474,tugas gue gue nontonin umur an cerita pasang behel,3,positive,1
Lionel Chilton,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,radit tidak ada biaya,0,neutral,2
Gandina Suciyani,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,1,radit okin mahen haha,0,neutral,2
Nadia W. Savitri,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,50,pangil dokter gigi mekanisme alam pasang behel gigi radit tolong radit gue dokter gigi,3,positive,1
Deal Baby,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,gue ketelen pas makan ayam goreng,2,positive,1
muhammad riyaldi,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,iya cepat radit hati,0,neutral,2
Gandina Suciyani,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,1,ganteng pakai behel,0,neutral,2
Michi chan,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,travis scot,0,neutral,2
Albert Sinabutar,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,suka konten radit malam mingu miko kadang muka slengean haha,4,positive,1
Sumi N,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,biaya,0,neutral,2
bbyyboom,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,1,oke klarifikasi radit cakap semenjak dipagerin gigi,0,neutral,2
Amanda Finalistiani Putri,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,bengek,0,neutral,2
Trisha Monica,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,damon pasang radit bas puluh juta murah sip tipe kawat metal bracket jutan,7,positive,1
NisNis n,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,up,0,neutral,2
ty,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,up,0,neutral,2
Nita Anaya,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,gue malas klik tonton pikir pasang behel konten gue penasaran alas pakai behel,-8,negative,0
razian,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,kakak nisa cantik salah fokus gue,-1,negative,0
L e v,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,derita cntrol behel sat covid rapid lipat biaya,-5,negative,0
Nadia W. Savitri,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,7,pangil dokter gigi radit,0,neutral,2
Zet N.,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,menit tonton gue sadar gue lihat curhat pasang kawat gigi,3,positive,1
Aldyna Ulyana,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,pasanga behel cari materi stand up,-3,negative,0
Nur Laeli Afdilah,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,menit,0,neutral,2
The Mamels,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,gue dengar vlog artisyutuber selesai chanel radit doang wkwm,4,positive,1
Black Tea,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,moga gigi rapi radit makan tidak pakai jas hujan,1,positive,1
Meisya Adriana,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,1,radit tukang hipnotis tonton video tidak ke skip pdhlakhirnya oh,-6,negative,0
Ashwar Hasan,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,radit tua bunds,-4,negative,0
kathulini,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,gigi tumbuh lidah gingsul gigi,0,neutral,2
Abd. Halim,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,8,kalimat dijadin konten ter,-3,negative,0
Nadia W. Savitri,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,2,dokter gigi undang masangin behel radit,2,positive,1
Syahdan6_,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,cita cita pasang behel,4,positive,1
ich.santuy,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,kontenin oyoy kakak anisa pasang behel,4,positive,1
Steven Willendorf,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,terima kasih sharingnya adik butuhin takut pasang gigi kawat butuh gigi beranta gusi darah mulu,3,positive,1
Ais Ash,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,syuting bareng ziza intro ribut,0,neutral,2
FiFi An,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,11,gue pasang behel usia can relate al of the conversations,4,positive,1
Alexander Santoso,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,cita cita pakai behel,0,neutral,2
RibakSude,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,km main quora,0,neutral,2
Higa arrunahiga,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,gue tonton video,-4,negative,0
Taking the Floss,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,1,pas pakai behel gue jarang makan gara gara sakit yu gez diet pakai behel alhamdulillah tidak ingin makan,0,neutral,2
Putri Fadilah,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,saking kurang kerja bingung gue tonton,-4,negative,0
Fadel Muhammad,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,ketel hancur radit lambung tingkat asam tingi benda habis,1,positive,1
Elisha Uziel,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,video gue klik,0,neutral,2
apan adiansyah,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,ngangur buka cari kerjan dengar curhatan bapack bapack curhat pasang kawat gigi,2,positive,1
Nana Sudiana,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,makan bahas kotor hancur mantap,2,positive,1
Abeh Batre,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,bereh,0,neutral,2
Aqmal Hilmy Azmy,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,gigi radit,0,neutral,2
Giselle,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,1,salah fokus kuku jari kaki radit anjir,-6,negative,0
Amalia Ngazimah,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,1,h kayak beda makan jengkol ketelen,-5,negative,0
Rind.mp4,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,4,mukenye radit kesal,-1,negative,0
Gancar jr,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,jembray mbak nisa suka nyelap tidak di kawat alam teman,3,positive,1
Braggestjoker,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,radit pasang harga,7,positive,1
Halo Sosmed,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,kelas pasang behel tidak nafsu makan gendut eh makan control bracket lepas sariawan kelas lepas stay kelas,-3,negative,0
yogi adi prasetya,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,ketawa kak anisa asyik dengar,6,positive,1
Ivone Rizka,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,dika pasang behel kali,4,positive,1
mawar BS,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,1,kamar mandi ngancurngancurin kotor orang psikopat pasang behel breketnya ketelen,-1,negative,0
DESSY FITRIANA,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,tujuanya radit pasang kawat gigi,4,positive,1
Taking the Floss,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,tips diet paksa,-3,negative,0
one sukowati,1 bulan yang lalu,https://youtu.be/59cWofn2bTA,0,lepas pakai retainer tidak kak,-2,negative,0
salma jayeng,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,3,tel bracket tidak rasa tidak ada bunyi beda sat jatuh tidak ada pemberitahuan bracket,-6,negative,0
21-118 Marchelly Gabriella Ginting,1 tahun yang lalu (diedit),https://youtu.be/59cWofn2bTA,0,pakai behel lepas rapi pas gigitanya mekanya dokter pakai sumpah tidak betah pakai behel malas pakai karetkecilnya moga radit cepat rapi,0,neutral,2
Andy Dmw,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,heran betah dengar bapack bapack curhat pasang behel,6,positive,1
Chindy adhinda,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,ribu orang kurang kerja dengar anak ngomong,2,positive,1
Yogi Putra,1 tahun yang lalu (diedit),https://youtu.be/59cWofn2bTA,0,konfirmasi radit langsung bukti ompong,3,positive,1
Maharani Anggita Lesmana,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,kurang harga tidak dijelasin,0,neutral,2
rezarrr zidni,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,2,lucu lihat kak nisa merhatin gigi radit,4,positive,1
w d chanel,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,2,iya pasang gue baca buku tidak salah makan ayam bakar pakai kawat blender,4,positive,1
Muhammad Farid Arsyad,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,radit kayak jamet jamet tik tok,-3,negative,0
Febri Yansah,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,gabutz kah tonton bapackbapack usia anak pasang gigi kawat,0,neutral,2
Rendi Ramadhan,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,tidak tau gue klik video judul thumbnail bicara gigi tidak erti gue tidak erti,2,positive,1
TheFirmansyah13,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,15,dirokemdasikan makan,0,neutral,2
Mohammad Nabil Zamzami,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,radit lawak mulu sabar stand up,4,positive,1
Aditya Aprilla,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,top komen jodoh,5,positive,1
Adi Saputra,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,pasangin behel kayak wily wonka keren aman,-3,negative,0
Dyah Ayu MM,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,19,pakai behel ah mantap gue make behel untung lepas dokter gigi,5,positive,1
Selyn Mulyanah,1 tahun yang lalu (diedit),https://youtu.be/59cWofn2bTA,0,buku radit cerita pergi gigi,-4,negative,0
Psms Zone,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,takut pasang behel like,1,positive,1
Jeen 334_,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,sadar dit sadar,2,positive,1
Mailo,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,1,kelak aksa komika bahan stand up,-7,negative,0
Megga witri,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,yalah,0,neutral,2
selteutic,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,senin pasang behel takut sakit,-4,negative,0
Arnisya _INA,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,by the way kakak gigi rapi tidak beranta,1,positive,1
Avinda_ me,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,gigi tumbuh di bawah lidah oke fix siluman,-3,negative,0
Laxment Gaming,1 tahun yang lalu (diedit),https://youtu.be/59cWofn2bTA,0,artis kenal orang youtuber citacitaku youtuber sukses youtuber k bantu k please,2,positive,1
Rizky Padenggan Pane,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,iya gue heran gue cerita gue tonton ful,-5,negative,0
Syarifah Annisa,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,14,gue pas pakai behel langsung dibekalin bakso sekolah gigit langsung telan bakso,5,positive,1
Nopian Nawawi,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,bapack anak aktif mom,-1,negative,0
Khavita Juwita,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,radit makan tonton jorok bahas kotor sumpah langsung kbayang,-9,negative,0
ayu meutia,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,tanganya radit mulus imut tangan,-1,negative,0
Akunmobile Legend,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,6,sunguh alam,1,positive,1
Muhammad Rahman,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,72,isi konten radit curhat resah,-9,negative,0
Yohana Sekar,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,1,kadang jokes radit tidak sampai otak gue kakak nisa tertawa sabar laki gue keburu gasabar gue,10,positive,1
Hilman Linggawastu,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,cerita view juta klarifikasi,0,neutral,2
Radzqi Fadhil M,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,harga,3,positive,1
Mufidah Casilda,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,kayak gue geraham tidak ketemu susah makan ngunyahnya pakai behel maksimal rapat geraham open bite cape sayang duit,-12,negative,0
Winda Pusfarani,1 tahun yang lalu (diedit),https://youtu.be/59cWofn2bTA,1,cium behelnya tabrak pahit manis pasang,1,positive,1
BAYU SUKMA,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,2,hidup senang sedih hidupada baik keburu wanita lakilakitulah dunia mncri hidup slu ajar hidup sebenarnyakehidupan proses sat sekolah baik baik,-3,negative,0
mus lihat,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,1,aneh kayak orang angep aneh suka jadin materi stand up haha,-1,negative,0
salma azahra,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,1,konte jari gatal mencet,-7,negative,0
hendra,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,kuping radit operasi normal,2,positive,1
Arnisya _INA,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,saran alea pasang gigi kawat pas pas lepas gigi rapi alea turun radit kayak gigi alea kayak radit gigi turun papa telat pasang gigi kawat,-3,negative,0
Muhammad Dzaky Putra Bima,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,25,habis dengar khotib pas jumatansekarang dengar bapa kurang kerja anak menitjumat berkah,14,positive,1
Teu Pararuguh Channel,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,mantap moga abang keluarga bahagia lancar rejeki izin promosi chanel yuk suka tanam hias mampir chanel mohon bantu suscribe suport,19,positive,1
Thio Fajars,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,tuan dika mes kwkakwkakw,0,neutral,2
Faqih Savero,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,kerja ulang ph sekolah ulang semester tani om tante bahas kawat gigi,5,positive,1
Viki Meta sari,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,kurang kerja gue dengar curhatan,2,positive,1
BAYU SUKMA,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,asalamualaiykum raditya best friend uty dedy courbuizersukses slu semuanyasht walafiatbrsyukurbrdoaslm bhgiasejahtera baymax abudhabi company international fromforever moresabar indah,3,positive,1
Ayuni NR,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,dokter kayak dokter gigi bracket ketelen dokter,-3,negative,0
Irwan Mufti,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,2,kampret makanton judul pasang behel tidak tau kotor hancur,-4,negative,0
Muhammad Reza,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,pucet muka gra gra pasang,4,positive,1
Aisyah Nur Cita Z.,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,nice info terima kasih next,4,positive,1
M Zidane,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,curah hati orang anak,0,neutral,2
Ely Indarwati,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,ganteng pakai behel,0,neutral,2
hadi nata,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,14,kak anisa lihat tejo,3,positive,1
M. Turmudzi Karim,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,umur an gue,2,positive,1
dddappa,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,anjir pager ragunan,-2,negative,0
caroline putri,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,ganteng pakai behel jujur,3,positive,1
Ny. Rio,1 tahun yang lalu (diedit),https://youtu.be/59cWofn2bTA,0,bahas,2,positive,1
Fajar Julianto,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,tidak ada salam tidak ada hai,0,neutral,2
sarlita rahmi,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,1,iya,0,neutral,2
Intan Pramitasari,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,1,eh iya,0,neutral,2
Dwi Setiani,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,by the way pasang kawat gigi tonton vlog,0,neutral,2
erly r fajri,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,1,sariawan,0,neutral,2
Rizky Arifa,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,radit kangen stand up,0,neutral,2
Azzam Afif,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,untung selesai makan anjir,2,positive,1
noe,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,modal,-1,negative,0
Yang Yang Dwi A.,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,lupa emut jempol kaki orang bioskop bintaro plaza note materi stand up,2,positive,1
Sri Sulistyowati,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,android unduh cashzinebuzmatch ios masuk kode koin lumayan ngehasilin uang skuy coba,-3,negative,0
Aysa Salvia,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,kali radit pakai behel,0,neutral,2
siti khotimah,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,masyalahistrinya cantik radit,2,positive,1
Dhiah,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,tidak pakai retainer ubah struktur gigi tonton cerita pasang behel,1,positive,1
Elzaria Elizabet,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,dika beli hodie,-1,negative,0
nostalgia animasi,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,1,tonton alur cerita animasi kung fu panda boboiboy batle of surabaya tonton chanel mks,-14,negative,0
HeHiYours,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,gue senang tertawa istri radit,6,positive,1
Mira Kartika Dewanti,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,145,enak makan bahas kotor be like,-2,negative,0
bv sw,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,salah fokus manis cantik ih,5,positive,1
vera avivah Vera,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,k nisa paham k hrhe,0,neutral,2
rabiel bahana,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,istri ketawa lucu kayak anisa,2,positive,1
nick name,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,next alea pasang behel,2,positive,1
Shinta Nidji,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,1,aneh dika pakai behel,0,neutral,2
DD Jun,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,tidak wajib wajib,-2,negative,0
Cyn feb,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,2,sabar derit mu,5,positive,1
Sulastry Aningrum,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,haha,0,neutral,2
Bagus Wibowo,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,gue klik,0,neutral,2
Rey Eldra,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,men sugesti orang dengar curhatanya,1,positive,1
Ade Hardian,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,confersi pers insert chanel,0,neutral,2
lembayung senja,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,curhat pasang behel doang tonton dabest tidak ada tandinganya lu,-1,negative,0
Mutiara Dewi,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,1,tonton makan siang cerita behel copot ketelen pup,-8,negative,0
Uhuy,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,nugu thread starter,0,neutral,2
Yulienda Maulida,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,kak nisa lahir bada langsung ramping,6,positive,1
Ryan Reznaldy,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,jokes,0,neutral,2
Hotter,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,1,next konten cari bracket hilang,-6,negative,0
Hafidz Akbar,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,harga pasang behel brpan serius,2,positive,1
Theresia Beby silvana,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,tuam anak behel indonesia,0,neutral,2
ilham lanisy,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,pikir david gadget in,-1,negative,0
Aryota TV,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,ngeroasting orang behelan,0,neutral,2
feeq Rochmah,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,celana radit edit fadil,3,positive,1
Trio Defana,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,cowok kadang suka tidak sadar omong kurang halus sabar mbak nisa,6,positive,1
God Father,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,405,becandanya umur krik istri server senyum lihat,6,positive,1
Malika Syarifah,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,gue kurang kerja tonton,-4,negative,0
Lulu Shafwah,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,tonton video salah fokus radit filmfilm stop produksi film,-4,negative,0
Lulu Shafwah,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,bayang culunya pas kacamata kurus behelan cupu pas tawur hem,5,positive,1
Natasha Zerina,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,pakai sikat khusus kah,0,neutral,2
Elisa andr,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,14,istri harga,3,positive,1
Abang Salleh,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,6,respect sang istri,0,neutral,2
nur fauziyyah,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,1,istri,0,neutral,2
Lutfia Anggraini,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,kurang kerja dengar cerita anak duit sad,-4,negative,0
Trio Defana,1 tahun yang lalu,https://youtu.be/59cWofn2bTA,0,umur han jipyeong,2,positive,1
